669;Fireworks;1997;Japanese;76;A police officer leaves the force in the face of harrowing personal and professional difficulties. Spiraling into a depression, he makes questionable decisions.;1h 43m;CRIME,DRAMA
670;Ratatouille;2007;English;76;A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.;1h 51m;ANIMATION,COMEDY,FAMILY,FANTASY
671;Primal Fear;1996;English;76;An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.;2h 9m;CRIME,DRAMA,MYSTERY,THRILLER
672;Badlands;1973;English;76;Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.;1h 34m;CRIME,DRAMA
673;Kabhi Khushi Kabhie Gham;2001;Hindi;76;Orthodox Indian, Raichand, would like his two sons to live together with him and his wife, and get married to girls' of his choice. One of his sons, Rahul, is adopted, while Rohan is his real son. Rahul falls in love with a poor Indian girl named Anjali, and incurs the displeasure of Raichand, they argue and fight, as a result Rahul leaves the house, moves to Britain, and settles down. Raichand now focuses his attention on his real son, Rohan, who has no plans to get married, but is determined to bring Rahul and Anjali back home so that they can be together again. Will Raichand permit Rohan to have his way, or will he also ask him to leave the house?;3h 30m;COMEDY,DRAMA
674;Peeping Tom;1960;English;76;Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making. She sneaks into Mark's apartment to watch it and is horrified by what she sees -- especially when Mark catches her.;1h 41m;HORROR,THRILLER
675;A Prophet;2009;French;76;Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.;2h 35m;CRIME,DRAMA
676;Talk to Her;2002;Spanish; Castilian;76;Two men share an odd friendship while they care for two women who are both in deep comas.;1h 52m;DRAMA,ROMANCE
677;The Bride of Frankenstein;1935;English;76;Bride of Frankenstein begins where James Whale's Frankenstein from 1931 ended. Dr. Frankenstein has not been killed as previously portrayed and now he wants to get away from the mad experiments. Yet when his wife is kidnapped by his creation, Frankenstein agrees to help him create a new monster, this time a woman.;1h 15m;HORROR
678;Harry Potter and the Half-Blood Prince;2009;English;76;As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.;2h 33m;ADVENTURE,FANTASY,FAMILY
679;Serpico;1973;English;76;The real-life struggle of an honest New York City cop against a corrupt system.;2h 9m;CRIME,DRAMA,HISTORY
680;Bao;2018;English;76;An aging Chinese mom suffering from empty nest syndrome gets another chance at motherhood when one of her dumplings springs to life as a lively, giggly dumpling boy.;0h 8m;ANIMATION,FAMILY,FANTASY
681;Doctor Zhivago;1965;English;76;Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.;3h 20m;DRAMA,ROMANCE,WAR
682;I Vitelloni;1953;Italian;76;Five young men dream of success as they drift lazily through life in a small Italian village. Fausto, the group's leader, is a womanizer; Riccardo craves fame; Alberto is a hopeless dreamer; Moraldo fantasizes about life in the city; and Leopoldo is an aspiring playwright. As Fausto chases a string of women, to the horror of his pregnant wife, the other four blunder their way from one uneventful experience to the next.;1h 43m;COMEDY,DRAMA
683;Once in a Lifetime;2014;French;76;Based on a true story. In Léon Blum high school in Créteil (France), a history teacher decides to have her weakest 10th grade class take a national history competition. This will change them.;1h 45m;DRAMA
684;The Adventures of Robin Hood;1938;English;76;Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.;1h 42m;ACTION,ADVENTURE,ROMANCE
685;Phantom of the Paradise;1974;English;76;In this rock opera hybrid of Phantom of the Opera and Faust, fledgling singer-songwriter Winslow Leach finds himself double-crossed by the nefarious music producer Swan, who steals both his music and the girl Leach wants to sing it, Phoenix, for the grand opening of his rock palace, The Paradise. After Swan sends Leach to prison for trespassing, Leach endures a freak accident which leaves him disfigured and plans his revenge on both Swan and The Paradise, becoming the Phantom of the Paradise.;1h 32m;COMEDY,FANTASY,HORROR,MUSIC,THRILLER
686;Moulin Rouge!;2001;English;76;A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.;2h 7m;DRAMA,ROMANCE
687;The Fault in Our Stars;2014;English;76;Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.;2h 5m;ROMANCE,DRAMA
688;Girl, Interrupted;1999;English;76;Set in the changing world of the late 1960s, Susanna Kaysen's prescribed "short rest" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.;2h 7m;DRAMA
689;Giant;1956;English;76;Sprawling epic covering the life of a Texas cattle rancher and his family and associates.;3h 21m;ACTION,DRAMA,WESTERN,ROMANCE
690;Knockin' on Heaven's Door;1997;German;76;Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.;1h 27m;COMEDY,CRIME
691;Little Miss Sunshine;2006;English;76;A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.;1h 42m;COMEDY,DRAMA
692;A Walk to Remember;2002;English;76;When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a "to-do" list for her life and also a very big secret she must keep from Landon.;1h 41m;DRAMA,ROMANCE
693;Ferris Bueller's Day Off;1986;English;76;A high school slacker pretends to be sick to skip school and have an exciting day off alongside his girlfriend and his best buddy through Chicago, while trying to outwit his obsessive school principal and his unconformited sister along the way.;1h 43m;COMEDY
694;Boys;2014;Dutch; Flemish;76;Two teen track stars discover first love as they train for the biggest relay race of their young lives.;1h 18m;DRAMA
695;A Charlie Brown Christmas;1965;English;76;When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.;0h 25m;ANIMATION,FAMILY,COMEDY,TV MOVIE
696;The Man Who Would Be King;1975;English;76;A robust adventure about two British adventurers who take over primitive Kafiristan as "godlike" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.;2h 9m;ADVENTURE,DRAMA
697;Mississippi Burning;1988;English;76;Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.;2h 8m;THRILLER,CRIME,DRAMA
698;Naked;1993;English;76;An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.;2h 11m;DRAMA,COMEDY
699;Mother;2009;Korean;76;A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.;2h 9m;CRIME,DRAMA,MYSTERY,THRILLER
700;The Avengers;2012;English;76;When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!;2h 23m;SCIENCE FICTION,ACTION,ADVENTURE
701;Ask Me If I Am Happy;2000;Italian;76;Aspiring actors travel to Sicily after hearing their good friend is near death.;1h 40m;COMEDY,DRAMA
702;Harry Potter and the Order of the Phoenix;2007;English;76;Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.;2h 18m;ADVENTURE,FANTASY,FAMILY,MYSTERY
703;Lost Highway;1997;English;76;A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.;2h 14m;DRAMA,THRILLER,MYSTERY
704;Kikujiro;1999;Japanese;76;Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way.;1h 57m;COMEDY,DRAMA,FAMILY
705;They Call Me Trinity;1970;Italian;76;The simple story has the pair coming to the rescue of peace-loving Mormons when land-hungry Major Harriman sends his bullies to harass them into giving up their fertile valley. Trinity and Bambino manage to save the Mormons and send the bad guys packing with slapstick humor instead of excessive violence, saving the day.;1h 46m;ACTION,COMEDY,WESTERN
706;Seven Pounds;2008;English;76;An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.;2h 3m;DRAMA
707;Play It Again, Sam;1972;English;76;A mild mannered film critic is dumped by his wife and his ego is crushed. His hero persona is the tough guy played by Humphrey Bogart in many of his movies and the apparition of Bogart begins showing up to give him advice. With the encouragement of his two married friends, he actually tries dating again, with less than satisfactory results, until he relaxes.;1h 25m;COMEDY,DRAMA,ROMANCE
708;The Young Girls of Rochefort;1967;French;76;Delphine and Solange are two sisters living in Rochefort. They are both looking for love, without being aware that their ideal partner is very close... A film where the scenario is much less important than its feeling of euphory, according to the director Jacques Demy.;2h 4m;MUSIC,ROMANCE,DRAMA,COMEDY
709;Planet of the Apes;1968;English;76;An U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.;1h 52m;SCIENCE FICTION,ADVENTURE,DRAMA,ACTION
710;Where Eagles Dare;1968;English;76;World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.;2h 35m;ADVENTURE,DRAMA,ACTION,HISTORY,WAR
711;Crimes and Misdemeanors;1989;English;76;An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.;1h 44m;COMEDY,DRAMA
712;The Exorcist;1973;English;76;12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.;2h 2m;DRAMA,HORROR
713;Anastasia;1997;English;76;This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.;1h 34m;ANIMATION,FAMILY
714;Me and Earl and the Dying Girl;2015;English;76;Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.;1h 45m;COMEDY,DRAMA
715;The Lady Vanishes;1938;English;76;On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.;1h 36m;MYSTERY,THRILLER
716;The Taking of Pelham One Two Three;1974;English;76;In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?;1h 44m;ACTION,CRIME
717;I Origins;2014;English;76;I Origins follows a molecular biologist studying the evolution of the human eye. He finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him. As his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs. Traveling half way around the world, he risks everything he has ever known to validate his theory.;1h 46m;SCIENCE FICTION,DRAMA
718;Incredibles 2;2018;English;76;Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.;1h 58m;ACTION,ADVENTURE,ANIMATION,FAMILY
719;Spirit: Stallion of the Cimarron;2002;English;76;As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.;1h 23m;WESTERN,ANIMATION,ADVENTURE,COMEDY,FAMILY
720;The Man from Nowhere;2010;Korean;76;His only friend called him 'the man from nowhere'... Taesik, a former special agent becomes a loner after losing his wife in a miserable accident and lives a bitter life running a pawnshop. He only has a few customers and a friend named Somi, a little girl next door. As Taesik spends more and more time with Somi, he gets attached to her. Then Somi is kidnapped by a gang, and as Taesik tries to save Somi by becoming deeply associated with the gang his mysterious past is revealed...;1h 59m;ACTION,THRILLER,CRIME
721;A Bronx Tale;1993;English;76;Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.;2h 1m;DRAMA,CRIME
722;The Big Blue;1988;French;76;Two men answer the call of the ocean in this romantic fantasy-adventure. Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family). As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.;2h 48m;ADVENTURE,DRAMA,ROMANCE
723;From Up on Poppy Hill;2011;Japanese;76;A group of Yokohama students fight to save their school's clubhouse from the wrecking ball during preparations for the 1964 Tokyo Olympic Games. While working there, Umi and Shun gradually attract each other, but face a sudden trial. Even so, they keep going without fleeing the difficulties of reality.;1h 31m;ANIMATION,DRAMA
724;The King of Comedy;1982;English;76;Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.;1h 49m;COMEDY,DRAMA
725;The First Day of the Rest of Your Life;2008;French;76;A sprawling drama centered on five key days in a family's life.;1h 54m;DRAMA
726;Edge of Tomorrow;2014;English;76;Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.;1h 53m;ACTION,SCIENCE FICTION
727;The Sound of Music;1965;English;76;A tomboyish postulant at an Austrian abbey becomes a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.;2h 55m;DRAMA,FAMILY,MUSIC,ROMANCE
728;Captain Phillips;2013;English;76;The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.;2h 14m;ACTION,DRAMA,THRILLER
729;The Innocents;1961;English;76;A young governess for two children becomes convinced that the house and grounds are haunted.;1h 40m;HORROR
730;The Insult;2017;French;76;After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.;1h 52m;CRIME,DRAMA
731;The Man Who Wasn't There;2001;English;76;A tale of passion, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity presents him with a chance to change it.;1h 56m;CRIME,DRAMA
732;A Little Princess;1995;English;76;When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.;1h 37m;DRAMA,FAMILY,FANTASY
733;The Wave;2008;German;76;A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.;1h 47m;DRAMA,THRILLER
734;Scent of a Woman;1992;English;76;Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.;2h 37m;DRAMA
735;Evil Dead II;1987;English;76;Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from "The Book of the Dead." As they play the recording an evil power is unleashed taking over Linda's body.;1h 24m;HORROR,COMEDY,FANTASY
736;Butch Cassidy and the Sundance Kid;1969;English;76;In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang. Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.;1h 51m;DRAMA,HISTORY,WESTERN,COMEDY
737;Hannah and Her Sisters;1986;English;76;Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.;1h 47m;COMEDY,DRAMA
738;Evangelion: 1.0 You Are (Not) Alone;2007;Japanese;76;After the Second Impact, Tokyo-3 is being attacked by giant creatures called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series. The film was retitled "Evangelion: 1.01" for its DVD release and "Evangelion: 1.11" for release on Blu-ray (with additional scenes).;1h 37m;ANIMATION,SCIENCE FICTION,ACTION,DRAMA
739;Jaws;1975;English;76;An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.;2h 4m;HORROR,THRILLER,ADVENTURE
740;Batman Beyond: Return of the Joker;2000;English;76;The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.;1h 14m;ANIMATION,FAMILY,ACTION,SCIENCE FICTION
741;Mary Poppins;1964;English;76;A magical nanny employs music and adventure to help two neglected children become closer to their father.;2h 19m;COMEDY,FAMILY,FANTASY
742;Cast Away;2000;English;76;Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.;2h 23m;ADVENTURE,DRAMA
743;The Last Emperor;1987;English;76;A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.;2h 43m;DRAMA,HISTORY
744;October Sky;1999;English;76;Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.;1h 48m;DRAMA,FAMILY
745;Marvel One-Shot: Agent Carter;2013;English;76;The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.;0h 15m;ACTION,ADVENTURE,SCIENCE FICTION,FANTASY
746;The Little Prince;2015;English;76;Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.;1h 48m;ADVENTURE,ANIMATION,FANTASY
747;The Conversation;1974;English;76;Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.;1h 53m;CRIME,DRAMA,MYSTERY
748;The Red Turtle;2016;French;76;The dialogue-less film follows the major life stages of a castaway on a deserted tropical island populated by turtles, crabs and birds.;1h 20m;ANIMATION,DRAMA,FANTASY,SCIENCE FICTION
749;Eraserhead;1977;English;76;Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.;1h 29m;FANTASY,HORROR
750;Midnight Cowboy;1969;English;76;Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico "Ratso" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.;1h 53m;DRAMA
751;Lupin the Third: The Castle of Cagliostro;1979;Japanese;76;After a successful robbery leaves famed thief Lupin III and his partner Jigen with nothing but a large amount of fake money, the so called "Goat Bills", he decides to track down the counterfeiter responsible - and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.;1h 36m;ADVENTURE,ANIMATION,COMEDY,CRIME
752;Kiss and Cry;2017;English;76;A romantic drama based on the story of Carley Allison, a promising 18 year old figure skater and singer who made medical history in her fight against a rare 1 in 3.5 billion type of sarcoma.;1h 35m;MUSIC,DRAMA,ROMANCE
753;The Hobbit: The Desolation of Smaug;2013;English;76;The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.;2h 41m;ADVENTURE,FANTASY,ACTION
754;What We Do in the Shadows;2014;English;76;Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.;1h 26m;COMEDY,HORROR
755;A Bittersweet Life;2005;Korean;76;Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress, Heesoo, for fear that she may be cheating on him with another, younger man, with the mandate that he must kill them both if he discovers their affair.;2h 0m;ACTION,DRAMA,CRIME
756;The Killing Fields;1984;English;76;The Killing Fields tells the real-life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which led to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.;2h 22m;DRAMA,HISTORY,WAR
757;Ex Machina;2015;English;76;Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.;1h 48m;DRAMA,SCIENCE FICTION
758;Control;2007;English;76;Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.;2h 1m;DRAMA
759;The Remains of the Day;1993;English;76;A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.;2h 14m;DRAMA,ROMANCE
760;Suspiria;1977;Italian;76;From the moment she arrives in Freiberg, Germany, to attend the prestigious Tanz Academy, American ballet-dancer Suzy Bannion senses that something horribly evil lurks within the walls of the age-old institution.;1h 38m;HORROR,MYSTERY,THRILLER
761;We Need to Talk About Kevin;2011;English;76;After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.;1h 53m;DRAMA,THRILLER
762;The Asphalt Jungle;1950;English;76;Recently paroled from prison, legendary burglar "Doc" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.;1h 52m;CRIME,DRAMA,THRILLER
763;Eighth Grade;2018;English;76;Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.;1h 34m;COMEDY,DRAMA
764;Arsenic and Old Lace;1944;English;76;Mortimer Brewster, a newspaper drama critic, playwright and author known for his diatribes against marriage, suddenly falls in love and gets married; but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!;1h 58m;COMEDY,CRIME
765;Bonnie and Clyde;1967;English;76;Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.;1h 51m;CRIME,DRAMA
766;Happiness;1998;English;76;The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.;2h 19m;COMEDY,DRAMA
767;Shaun of the Dead;2004;English;76;Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.;1h 39m;HORROR,COMEDY
768;Atonement;2007;English;76;As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.;2h 3m;DRAMA,ROMANCE
769;True Romance;1993;English;76;Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.;2h 0m;ACTION,THRILLER,CRIME,ROMANCE
770;I, Tonya;2017;English;76;Competitive ice skater Tonya Harding rises amongst the ranks at the U. S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.;2h 1m;DRAMA
771;Remember the Titans;2000;English;76;After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.;1h 53m;DRAMA
772;Mickey's Christmas Carol;1983;English;76;It is an adaptation of the Charles Dickens classic A Christmas Carol, featuring Scrooge McDuck as his namesake and inspiration Ebenezer Scrooge and Mickey Mouse as Bob Cratchit. This film was based on a 1972 audio musical entitled Disney's A Christmas Carol. It is a twenty-four minute animated short film produced by Walt Disney Productions as an accompaniment to a re-release of The Rescuers.;0h 26m;FAMILY,ANIMATION
773;Duck Soup;1933;English;76;Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.;1h 8m;WAR,COMEDY
774;4 Months, 3 Weeks and 2 Days;2007;Romanian;76;Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.;1h 54m;DRAMA
775;Children of Men;2006;English;76;In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.;1h 49m;DRAMA,ACTION,THRILLER,SCIENCE FICTION
